"subject","activity","tBodyAcc-mean()-X.mean","tBodyAcc-mean()-X.std","tBodyAcc-mean()-Y.mean","tBodyAcc-mean()-Y.std","tBodyAcc-mean()-Z.mean","tBodyAcc-mean()-Z.std","tBodyAcc-std()-X.mean","tBodyAcc-std()-X.std","tBodyAcc-std()-Y.mean","tBodyAcc-std()-Y.std","tBodyAcc-std()-Z.mean","tBodyAcc-std()-Z.std","tGravityAcc-mean()-X.mean","tGravityAcc-mean()-X.std","tGravityAcc-mean()-Y.mean","tGravityAcc-mean()-Y.std","tGravityAcc-mean()-Z.mean","tGravityAcc-mean()-Z.std","tGravityAcc-std()-X.mean","tGravityAcc-std()-X.std","tGravityAcc-std()-Y.mean","tGravityAcc-std()-Y.std","tGravityAcc-std()-Z.mean","tGravityAcc-std()-Z.std","tBodyAccJerk-mean()-X.mean","tBodyAccJerk-mean()-X.std","tBodyAccJerk-mean()-Y.mean","tBodyAccJerk-mean()-Y.std","tBodyAccJerk-mean()-Z.mean","tBodyAccJerk-mean()-Z.std","tBodyAccJerk-std()-X.mean","tBodyAccJerk-std()-X.std","tBodyAccJerk-std()-Y.mean","tBodyAccJerk-std()-Y.std","tBodyAccJerk-std()-Z.mean","tBodyAccJerk-std()-Z.std","tBodyGyro-mean()-X.mean","tBodyGyro-mean()-X.std","tBodyGyro-mean()-Y.mean","tBodyGyro-mean()-Y.std","tBodyGyro-mean()-Z.mean","tBodyGyro-mean()-Z.std","tBodyGyro-std()-X.mean","tBodyGyro-std()-X.std","tBodyGyro-std()-Y.mean","tBodyGyro-std()-Y.std","tBodyGyro-std()-Z.mean","tBodyGyro-std()-Z.std","tBodyGyroJerk-mean()-X.mean","tBodyGyroJerk-mean()-X.std","tBodyGyroJerk-mean()-Y.mean","tBodyGyroJerk-mean()-Y.std","tBodyGyroJerk-mean()-Z.mean","tBodyGyroJerk-mean()-Z.std","tBodyGyroJerk-std()-X.mean","tBodyGyroJerk-std()-X.std","tBodyGyroJerk-std()-Y.mean","tBodyGyroJerk-std()-Y.std","tBodyGyroJerk-std()-Z.mean","tBodyGyroJerk-std()-Z.std","tBodyAccMag-mean().mean","tBodyAccMag-mean().std","tBodyAccMag-std().mean","tBodyAccMag-std().std","tGravityAccMag-mean().mean","tGravityAccMag-mean().std","tGravityAccMag-std().mean","tGravityAccMag-std().std","tBodyAccJerkMag-mean().mean","tBodyAccJerkMag-mean().std","tBodyAccJerkMag-std().mean","tBodyAccJerkMag-std().std","tBodyGyroMag-mean().mean","tBodyGyroMag-mean().std","tBodyGyroMag-std().mean","tBodyGyroMag-std().std","tBodyGyroJerkMag-mean().mean","tBodyGyroJerkMag-mean().std","tBodyGyroJerkMag-std().mean","tBodyGyroJerkMag-std().std","fBodyAcc-mean()-X.mean","fBodyAcc-mean()-X.std","fBodyAcc-mean()-Y.mean","fBodyAcc-mean()-Y.std","fBodyAcc-mean()-Z.mean","fBodyAcc-mean()-Z.std","fBodyAcc-std()-X.mean","fBodyAcc-std()-X.std","fBodyAcc-std()-Y.mean","fBodyAcc-std()-Y.std","fBodyAcc-std()-Z.mean","fBodyAcc-std()-Z.std","fBodyAccJerk-mean()-X.mean","fBodyAccJerk-mean()-X.std","fBodyAccJerk-mean()-Y.mean","fBodyAccJerk-mean()-Y.std","fBodyAccJerk-mean()-Z.mean","fBodyAccJerk-mean()-Z.std","fBodyAccJerk-std()-X.mean","fBodyAccJerk-std()-X.std","fBodyAccJerk-std()-Y.mean","fBodyAccJerk-std()-Y.std","fBodyAccJerk-std()-Z.mean","fBodyAccJerk-std()-Z.std","fBodyGyro-mean()-X.mean","fBodyGyro-mean()-X.std","fBodyGyro-mean()-Y.mean","fBodyGyro-mean()-Y.std","fBodyGyro-mean()-Z.mean","fBodyGyro-mean()-Z.std","fBodyGyro-std()-X.mean","fBodyGyro-std()-X.std","fBodyGyro-std()-Y.mean","fBodyGyro-std()-Y.std","fBodyGyro-std()-Z.mean","fBodyGyro-std()-Z.std","fBodyAccMag-mean().mean","fBodyAccMag-mean().std","fBodyAccMag-std().mean","fBodyAccMag-std().std","fBodyBodyAccJerkMag-mean().mean","fBodyBodyAccJerkMag-mean().std","fBodyBodyAccJerkMag-std().mean","fBodyBodyAccJerkMag-std().std","fBodyBodyGyroMag-mean().mean","fBodyBodyGyroMag-mean().std","fBodyBodyGyroMag-std().mean","fBodyBodyGyroMag-std().std","fBodyBodyGyroJerkMag-mean().mean","fBodyBodyGyroJerkMag-mean().std","fBodyBodyGyroJerkMag-std().mean","fBodyBodyGyroJerkMag-std().std","train"
23,"WALKING_DOWNSTAIRS",0.289897411,0.084426611,-0.016211146, 0.027919756,-0.098812371, 0.051604832, 0.044139284, 0.140512896, 0.108259034, 0.122804104, 0.229898743, 0.138715910, 0.923711401, 0.013635650,-0.110028842, 0.010621406,-0.153671532, 0.045833212,-0.950790837, 0.023433353,-0.939012550, 0.026303612,-0.905888258, 0.070752374,0.057801061,0.402657254, 3.750052e-02, 2.643156e-01,-9.827171e-04, 3.844592e-01, 0.198947062, 0.164104725,-0.088330123, 0.136346945, 0.031015708, 0.147641365,-0.0578230190, 0.2039564178,-0.085307746, 0.099620239, 0.0953602497, 0.1021551410,-0.416133033, 0.149723785, 0.213825552, 0.224577339,-0.20870249, 0.12674099,-0.117725824, 0.260341849,-0.035289161, 0.289107103,-0.029325502, 0.155436483,-0.323015700, 0.103244102, 0.146650122, 0.207379649,-0.367869640, 0.097515659, 0.1272111377, 0.1316630120, 0.23036396, 0.13487115, 0.1272111377, 0.1316630120, 0.23036396, 0.13487115, 0.112982476, 0.148494340, 0.292087200, 0.159154087, 0.039091548, 0.134043725, 0.05399729, 0.23351228,-0.046311777, 0.149312144, 0.059490848, 0.219715226, 0.205428216, 0.154159786, 0.095943289, 0.132334269, 0.280518878, 0.162272239,-0.028296248, 0.146304263, 0.043228369, 0.123213534, 0.094794097, 0.127719158, 0.201542909, 0.167440916,-0.072450456, 0.140514527, 0.157775692, 0.176034840, 0.081958719, 0.171177417,-0.177697841, 0.133707544,-0.098519563, 0.132712770,-0.214730713, 0.180431952, 0.328817010, 0.218237623,-0.14126689, 0.12001556,-0.48259833, 0.14713034, 0.126052318, 0.237788733,-0.30589670, 0.12597125, 0.364829993, 0.159832350,-0.0453930349, 0.1109432412, 0.3350097243, 0.1606517675, 0.224480504, 0.180700814, 0.1508257348, 0.2343366031,-0.21893043, 0.20493563, 0.074675464, 0.202985533,-0.039857378, 0.243652218,1
24,"WALKING_DOWNSTAIRS",0.288631209,0.078558696,-0.014573035, 0.022734357,-0.104818820, 0.029340733,-0.082732481, 0.071945259,-0.102607327, 0.117612216,-0.205566381, 0.111924415, 0.950883417, 0.008755501,-0.128326711, 0.028490844,-0.140123155, 0.026416583,-0.961845327, 0.017319620,-0.941478979, 0.028323504,-0.942207719, 0.030830955,0.080261983,0.225880755,-4.473163e-03, 1.872772e-01,-8.469159e-03, 2.120977e-01,-0.337218894, 0.061947165,-0.169291888, 0.099579703,-0.290239377, 0.130053989,-0.0867069011, 0.2992022911,-0.054230025, 0.116581815, 0.1119736506, 0.1261484304,-0.431919068, 0.151734763,-0.484673524, 0.068516143,-0.49107724, 0.06671374,-0.091414501, 0.190008724,-0.029176631, 0.121279021,-0.041205541, 0.103294891,-0.358444550, 0.116084664,-0.519326735, 0.076013844,-0.478690941, 0.082738057,-0.0737699163, 0.0628495792,-0.02248391, 0.07791741,-0.0737699163, 0.0628495792,-0.02248391, 0.07791741,-0.263106945, 0.069331146,-0.143501970, 0.124612071,-0.304965806, 0.100676383,-0.36369488, 0.12627917,-0.497152238, 0.060822625,-0.459159852, 0.098279161,-0.222324293, 0.079069998,-0.086182975, 0.110132598,-0.173825084, 0.116826130,-0.034908595, 0.090717024,-0.169191148, 0.120630001,-0.291553822, 0.105790548,-0.376175795, 0.060797532,-0.225824357, 0.084354904,-0.250000183, 0.127073177,-0.355930598, 0.069517288,-0.163626808, 0.121351972,-0.328569969, 0.139762929,-0.272469212, 0.136292988,-0.433475432, 0.076432567,-0.39628665, 0.07624789,-0.48489468, 0.16122693,-0.523412702, 0.068041863,-0.57328191, 0.06037782,-0.023170163, 0.088714654,-0.1752917087, 0.0752064646,-0.2008301371, 0.1146481746,-0.082755491, 0.149597782,-0.3742986867, 0.0954704516,-0.47014727, 0.13733834,-0.474449926, 0.096957167,-0.478030486, 0.102088310,0
25,"WALKING_DOWNSTAIRS",0.291329666,0.076741708,-0.021017052, 0.025817254,-0.107192377, 0.039324334,-0.253756934, 0.095485720,-0.140540604, 0.118633119,-0.457972382, 0.059253378, 0.929627532, 0.033363892,-0.072427018, 0.019666042, 0.218795958, 0.111763881,-0.964470067, 0.014294412,-0.937816011, 0.043613451,-0.926191696, 0.068841606,0.110656929,0.215640281,-1.954166e-02, 2.030938e-01,-1.133488e-02, 1.580544e-01,-0.501968388, 0.094608525,-0.371661522, 0.090709804,-0.711494696, 0.054079860, 0.0029911286, 0.2870804043,-0.101115076, 0.128839094, 0.0980750249, 0.1744764218,-0.288824755, 0.147849238,-0.523377915, 0.055742157,-0.44378045, 0.08351880,-0.127952445, 0.241463302,-0.041520335, 0.103028530,-0.064207812, 0.179692179,-0.430134388, 0.101347014,-0.810444542, 0.040552211,-0.599481998, 0.080287612,-0.2201085946, 0.0788128940,-0.25946525, 0.11479690,-0.2201085946, 0.0788128940,-0.25946525, 0.11479690,-0.500483331, 0.070525446,-0.482976930, 0.081268051,-0.216082566, 0.108171057,-0.38216092, 0.14563786,-0.664713625, 0.050730108,-0.679605951, 0.063280030,-0.372245193, 0.092713768,-0.196381054, 0.100275912,-0.556097089, 0.059147032,-0.213028874, 0.106375759,-0.166842376, 0.126770934,-0.449465442, 0.064061413,-0.525789451, 0.099654042,-0.415699644, 0.074849949,-0.686843959, 0.055459895,-0.522153341, 0.087035938,-0.365719830, 0.107762728,-0.734990064, 0.057490224,-0.217799724, 0.144096152,-0.632916352, 0.054763021,-0.41031145, 0.09793154,-0.31625211, 0.15341981,-0.470641125, 0.061877945,-0.50673831, 0.07597083,-0.288154788, 0.112624043,-0.3594370801, 0.1034403176,-0.4716421116, 0.0856303280,-0.502224768, 0.088878270,-0.4857635821, 0.0874823118,-0.42370733, 0.16752208,-0.687034281, 0.059010535,-0.693032409, 0.068961278,1
26,"WALKING_DOWNSTAIRS",0.279284583,0.086892054,-0.012625810, 0.024204351,-0.106439619, 0.031893398, 0.173953850, 0.112740663,-0.011629910, 0.129701879,-0.284807676, 0.089384547, 0.946797272, 0.008801782,-0.079900373, 0.014144621, 0.153906320, 0.011584155,-0.962721992, 0.017236514,-0.935425855, 0.055801787,-0.933081768, 0.047348899,0.111470788,0.333284392,-7.131602e-03, 2.284180e-01,-1.189114e-02, 1.544277e-01,-0.128111641, 0.092045255,-0.086404903, 0.125725693,-0.379335952, 0.086024649,-0.0107522082, 0.2832099087,-0.100382204, 0.092858926, 0.0822213996, 0.0991623296,-0.331312914, 0.125940144,-0.473408050, 0.059943440,-0.33205024, 0.06344935,-0.099246528, 0.169197290,-0.037268110, 0.157640944,-0.051058741, 0.193731216,-0.170842677, 0.121430061,-0.547198438, 0.068956863,-0.358951638, 0.072800734, 0.1143793837, 0.1120879466, 0.14700168, 0.08457783, 0.1143793837, 0.1120879466, 0.14700168, 0.08457783,-0.148856266, 0.088032349,-0.111303956, 0.095389588,-0.235314623, 0.111230666,-0.29615829, 0.12518181,-0.418779810, 0.069565167,-0.463140795, 0.089538631, 0.022800096, 0.142962395,-0.006237000, 0.137422624,-0.279640056, 0.093515609, 0.226783844, 0.117630872,-0.078283778, 0.126762956,-0.346648518, 0.083693969,-0.201368098, 0.094338242,-0.165552378, 0.121781549,-0.360114608, 0.091737804,-0.130825898, 0.099828456,-0.061537065, 0.134112306,-0.396701691, 0.087043115,-0.125918155, 0.137983153,-0.443126210, 0.069970447,-0.22138883, 0.08655469,-0.39819986, 0.12903492,-0.497506339, 0.059545189,-0.43448219, 0.05677587, 0.075101685, 0.091956230, 0.0057494366, 0.0829978558,-0.1531720291, 0.0949896982,-0.067941076, 0.117151382,-0.3345099466, 0.0926482854,-0.39299065, 0.13488730,-0.472200753, 0.080719185,-0.489497379, 0.101571093,1
27,"WALKING_DOWNSTAIRS",0.297544188,0.082873737,-0.013556447, 0.020613077,-0.112837695, 0.037585599, 0.167407531, 0.122715433,-0.097971003, 0.128078061,-0.240040783, 0.136126055, 0.931380179, 0.037995121,-0.166938775, 0.022783276,-0.140047614, 0.136683688,-0.946975165, 0.027582301,-0.934963993, 0.032882612,-0.920921522, 0.046851538,0.093627322,0.364640908, 1.598695e-02, 1.665806e-01,-9.850348e-03, 2.530073e-01,-0.003583389, 0.112481770,-0.138528104, 0.137841647,-0.409310918, 0.088348862,-0.1598265519, 0.3646528808,-0.016313159, 0.174414983, 0.1526950276, 0.2307115754,-0.363722908, 0.201365141,-0.481813368, 0.148814910,-0.25784616, 0.08626096,-0.051581475, 0.192987756,-0.064202357, 0.128754474,-0.062104370, 0.193059803,-0.493837613, 0.073174761,-0.459459296, 0.199062438,-0.307268262, 0.077912232, 0.1080713829, 0.1046245765, 0.12117628, 0.10674659, 0.1080713829, 0.1046245765, 0.12117628, 0.10674659,-0.115421211, 0.092998874,-0.038636742, 0.113370480,-0.164783207, 0.108559315,-0.30795209, 0.16541563,-0.440546586, 0.123037420,-0.465807534, 0.191334948, 0.082983155, 0.106606194,-0.062672957, 0.137799491,-0.241600361, 0.120134754, 0.194912717, 0.163366699,-0.175647065, 0.121405127,-0.303090702, 0.145708669,-0.043782626, 0.106043472,-0.170975271, 0.131338278,-0.343626396, 0.103504689,-0.052281134, 0.131051691,-0.163243978, 0.149217343,-0.474755492, 0.079244877,-0.296628612, 0.146425644,-0.402132811, 0.181193379,-0.14490490, 0.10901298,-0.39096844, 0.21848409,-0.543033247, 0.128975364,-0.36781605, 0.07904843, 0.149816459, 0.128699080,-0.0712120044, 0.0925093552, 0.0108575640, 0.1233217714,-0.113625945, 0.116817945,-0.3591137248, 0.1274345043,-0.39798420, 0.18550580,-0.467777769, 0.171262699,-0.502831373, 0.208978215,1
28,"WALKING_DOWNSTAIRS",0.293642077,0.097650167,-0.022023047, 0.022155704,-0.108588974, 0.045694062, 0.125712888, 0.132274292, 0.156496647, 0.178056445,-0.341031812, 0.110254687, 0.929291680, 0.013603398,-0.235897105, 0.011682332,-0.121477256, 0.029952521,-0.956921542, 0.016290499,-0.948404212, 0.026189914,-0.917059750, 0.041538317,0.097265346,0.352622718, 1.434509e-02, 2.857527e-01, 1.239501e-03, 1.426256e-01,-0.016765223, 0.131730766, 0.026553013, 0.198474433,-0.427053261, 0.128795087,-0.1410963095, 0.3375966744, 0.007105643, 0.223359507, 0.1386224256, 0.1605164390,-0.268106331, 0.139526133,-0.259368687, 0.142231618,-0.30702501, 0.08494981,-0.026649298, 0.248407241,-0.057041087, 0.171685821,-0.077617393, 0.175595751,-0.163944897, 0.154264692,-0.424567878, 0.123187328,-0.336212734, 0.098497977, 0.1043592166, 0.1402511994, 0.13546556, 0.12229045, 0.1043592166, 0.1402511994, 0.13546556, 0.12229045,-0.070756028, 0.137649115,-0.041887261, 0.138825795,-0.068246324, 0.150257766,-0.22448414, 0.15346095,-0.340417306, 0.114891124,-0.407132335, 0.137676415, 0.089072175, 0.126716713, 0.186441734, 0.192475549,-0.308161634, 0.126710690, 0.137797083, 0.151171723, 0.065301200, 0.167189586,-0.416940283, 0.096416534,-0.026867698, 0.127129955,-0.012703972, 0.189028717,-0.365287435, 0.134973583,-0.098011229, 0.143453485,-0.001753920, 0.206553585,-0.488488352, 0.127687890,-0.029996996, 0.177481447,-0.217100158, 0.152944596,-0.18439234, 0.10777509,-0.34545335, 0.13457155,-0.293108365, 0.140070298,-0.41650589, 0.07491469, 0.188840008, 0.139303672,-0.0740585977, 0.1078540805,-0.0128823827, 0.1326052572,-0.088359852, 0.163228836,-0.2233547939, 0.1539226479,-0.36290384, 0.13317310,-0.396720714, 0.132611513,-0.464722244, 0.142394644,1
29,"WALKING_DOWNSTAIRS",0.293140441,0.111710551,-0.014941215, 0.026193955,-0.098133998, 0.068197073, 0.167383602, 0.085420377,-0.122463467, 0.149844675,-0.223178000, 0.088484701, 0.948486215, 0.015002179,-0.076096295, 0.013495738, 0.091965045, 0.037752300,-0.941736192, 0.027009899,-0.913903064, 0.051049864,-0.869300905, 0.073412731,0.063687197,0.394116106, 6.210170e-04, 2.748402e-01,-1.406430e-02, 2.196702e-01,-0.023952574, 0.075575817,-0.077340838, 0.152371973,-0.478764185, 0.084308507,-0.0374126071, 0.3479056550,-0.085104589, 0.145275963, 0.0822244075, 0.0901067638,-0.282077258, 0.286325564,-0.390460138, 0.041390871,-0.31112262, 0.07091173,-0.074398647, 0.179226135,-0.067148231, 0.132294734,-0.035964843, 0.172743987,-0.347807557, 0.116333500,-0.693469036, 0.038541319,-0.379769406, 0.094211176, 0.1037051657, 0.0837985356, 0.13448115, 0.07727506, 0.1037051657, 0.0837985356, 0.13448115, 0.07727506,-0.138637624, 0.078489962,-0.030769337, 0.090147127,-0.122968109, 0.133391269,-0.26740980, 0.26920576,-0.539174456, 0.055400679,-0.597057049, 0.060632438, 0.110663200, 0.101748678,-0.021229372, 0.162067333,-0.266692150, 0.093860571, 0.187438624, 0.099518156,-0.239349054, 0.140247470,-0.262073242, 0.093145277,-0.038245821, 0.086456041,-0.097785066, 0.146462726,-0.411173452, 0.093902262,-0.098637916, 0.076092941,-0.120381521, 0.157984603,-0.547320887, 0.080029121,-0.189418001, 0.218092055,-0.463125032, 0.051059068,-0.19922589, 0.09992453,-0.31912314, 0.30840248,-0.354872690, 0.050567614,-0.41616585, 0.06351370, 0.115973968, 0.107617510,-0.0330868111, 0.0643364680, 0.0004488963, 0.0970419195,-0.079771432, 0.100153790,-0.3814598819, 0.1535593362,-0.32302458, 0.29914318,-0.596578626, 0.061015925,-0.626675982, 0.062861179,1
30,"WALKING_DOWNSTAIRS",0.283190647,0.089861525,-0.017438390, 0.030361391,-0.099978142, 0.064755239,-0.057770316, 0.159725206,-0.027262808, 0.135545526,-0.217275690, 0.106559545, 0.958000491, 0.010058759,-0.126710372, 0.031987648, 0.028808167, 0.041004821,-0.958890389, 0.021672659,-0.918678752, 0.035105743,-0.877667060, 0.060221296,0.088393304,0.257450769,-7.561108e-03, 2.616127e-01,-1.183014e-02, 2.064536e-01,-0.226643901, 0.152485108,-0.194656097, 0.189280131,-0.467070153, 0.104319285,-0.0745591302, 0.3156705866,-0.069311241, 0.184640692, 0.0895767797, 0.0689872398,-0.265923161, 0.206175679,-0.285392416, 0.092229831,-0.29537036, 0.10309005,-0.061595458, 0.203678785,-0.049680764, 0.179112463,-0.054359523, 0.172863463,-0.542764507, 0.095349719,-0.613796303, 0.084215039,-0.498882854, 0.092221429,-0.0373901122, 0.1432054888,-0.01357712, 0.15289812,-0.0373901122, 0.1432054888,-0.01357712, 0.15289812,-0.293738802, 0.140594703,-0.125283185, 0.174604765,-0.095537321, 0.125188001,-0.20826754, 0.21813475,-0.574337006, 0.076241612,-0.617662074, 0.092465830,-0.106966957, 0.163805999,-0.021663705, 0.157184071,-0.258067367, 0.107959237,-0.040525709, 0.167117469,-0.093468261, 0.126635581,-0.257393372, 0.103814206,-0.234923147, 0.159791295,-0.224992780, 0.181154543,-0.399688694, 0.118537511,-0.289802729, 0.138852813,-0.217432019, 0.192834015,-0.535515048, 0.096015136,-0.263061628, 0.156016424,-0.348065120, 0.097751520,-0.26372076, 0.11290230,-0.27838660, 0.22358692,-0.255732055, 0.100001398,-0.37154148, 0.09802145, 0.004101510, 0.160855182,-0.1785351733, 0.1341918326,-0.1259614004, 0.1701852008,-0.133124305, 0.196378077,-0.3567723473, 0.1317382765,-0.25236188, 0.24438010,-0.617578814, 0.095065745,-0.645503942, 0.087653509,1
 1,"WALKING_UPSTAIRS",0.255461690,0.049961910,-0.023953149, 0.021747887,-0.097302002, 0.034455857,-0.354708025, 0.053547966,-0.002320265, 0.100049786,-0.019479239, 0.050033318, 0.893351098, 0.017898795,-0.362153364, 0.029438591,-0.075402940, 0.026159496,-0.956367028, 0.028578253,-0.952849233, 0.039799826,-0.912379410, 0.032489669,0.101372730,0.190122270, 1.948631e-02, 2.050167e-01,-4.556254e-02, 1.185752e-01,-0.446843888, 0.061127555,-0.378274426, 0.080627420,-0.706593531, 0.035395531, 0.0505493798, 0.2891008724,-0.166170015, 0.253090304, 0.0583595464, 0.1067359396,-0.544871105, 0.179709231, 0.004105184, 0.083631725,-0.50716867, 0.10084953,-0.122232768, 0.150915619,-0.042148588, 0.152933404,-0.040712553, 0.104676438,-0.614786508, 0.049490776,-0.601696656, 0.055657510,-0.606332002, 0.049915458,-0.1299276307, 0.0484295886,-0.32497093, 0.05973282,-0.1299276307, 0.0484295886,-0.32497093, 0.05973282,-0.466503446, 0.047222122,-0.478991622, 0.076675062,-0.126735590, 0.108892974,-0.14861932, 0.17892955,-0.594882865, 0.043843636,-0.648553044, 0.051177154,-0.404321784, 0.067287320,-0.190976721, 0.110281023,-0.433349702, 0.047205809,-0.337428189, 0.064000289, 0.021769511, 0.104938132, 0.085956554, 0.058711884,-0.479875246, 0.060273873,-0.413444588, 0.081582165,-0.685474354, 0.037988611,-0.461907026, 0.065305272,-0.381777065, 0.081520724,-0.726040201, 0.037736282,-0.492611668, 0.126770595,-0.319474609, 0.075427669,-0.45359721, 0.08885102,-0.56589249, 0.19375987, 0.151538906, 0.104104944,-0.57170784, 0.09820851,-0.352395945, 0.065976248,-0.4162601015, 0.0651980982,-0.4426521625, 0.0746730344,-0.533059854, 0.084528785,-0.3259614574, 0.1073475415,-0.18298552, 0.19611756,-0.634665082, 0.048131370,-0.693930522, 0.057427647,1
 2,"WALKING_UPSTAIRS",0.247164790,0.059541328,-0.021412113, 0.041273116,-0.152513900, 0.084760650,-0.304376406, 0.081550918, 0.108027280, 0.078428413,-0.112121021, 0.189449456, 0.790717419, 0.077032644,-0.416214890, 0.072964951,-0.195888239, 0.254495114,-0.934407740, 0.052550533,-0.923767454, 0.067960209,-0.878004057, 0.132276147,0.074450784,0.163645695,-9.709855e-03, 2.112540e-01, 1.948144e-02, 2.491884e-01,-0.276121886, 0.106285746,-0.185648954, 0.157559796,-0.573746352, 0.101040016,-0.0576912635, 0.2680391131,-0.032088310, 0.235730856, 0.0688374022, 0.2406678096,-0.439253059, 0.139778900,-0.466298337, 0.069566006,-0.16399579, 0.25254364,-0.082885800, 0.174856840,-0.042405371, 0.104449849,-0.044515748, 0.163164505,-0.464854363, 0.087727077,-0.645491338, 0.081719390,-0.467595961, 0.064116773,-0.1073226795, 0.0566931617,-0.20597705, 0.07288505,-0.1073226795, 0.0566931617,-0.20597705, 0.07288505,-0.321268911, 0.075295779,-0.217389395, 0.118868467,-0.219713473, 0.105439833,-0.37753217, 0.13044612,-0.572816439, 0.055606664,-0.597291719, 0.079986320,-0.266720933, 0.095922211, 0.009924459, 0.134037628,-0.281001986, 0.158320229,-0.320582414, 0.082730678, 0.084880279, 0.074576063,-0.094544976, 0.194563849,-0.258639440, 0.113172870,-0.187842132, 0.163881295,-0.522728063, 0.099807760,-0.365415441, 0.097441759,-0.243554147, 0.144895177,-0.625090981, 0.106567869,-0.331643577, 0.121103747,-0.488086124, 0.068521183,-0.24860112, 0.12574470,-0.47635885, 0.15079018,-0.459758489, 0.089174823,-0.21807247, 0.26975914,-0.145318539, 0.086490906,-0.3667282438, 0.0667437057,-0.1895111369, 0.1219009988,-0.260423839, 0.122785277,-0.4506121848, 0.0723699933,-0.43862040, 0.15544777,-0.600798496, 0.074348564,-0.621820203, 0.088303769,0
 3,"WALKING_UPSTAIRS",0.260819873,0.076984309,-0.032410941, 0.045618704,-0.110064863, 0.046739060,-0.313123438, 0.087230272, 0.011628081, 0.115851819,-0.369754604, 0.065241999, 0.883533436, 0.017095380,-0.382851154, 0.024729422,-0.162943955, 0.030698410,-0.944040819, 0.037923575,-0.909825954, 0.078009909,-0.909469675, 0.047185828,0.042688099,0.173074460, 3.972493e-02, 2.055995e-01, 2.082055e-02, 1.629311e-01,-0.458364617, 0.064040487,-0.251680365, 0.130480473,-0.708551712, 0.042530471, 0.0721980309, 0.2890114791,-0.139275406, 0.218943637, 0.0215603697, 0.1696207084,-0.456039263, 0.176719816,-0.582742846, 0.065568449,-0.49232731, 0.08474981,-0.115510569, 0.198806782,-0.040037251, 0.078939520,-0.049818087, 0.133499596,-0.507270758, 0.064210943,-0.775774143, 0.043392131,-0.573433948, 0.067522492,-0.1840148950, 0.0855434168,-0.33359743, 0.08216590,-0.1840148950, 0.0855434168,-0.33359743, 0.08216590,-0.436901159, 0.076748600,-0.439020592, 0.083369158,-0.347321812, 0.132957756,-0.40888665, 0.19821073,-0.658861401, 0.046610597,-0.718028040, 0.045715365,-0.392004211, 0.089870845,-0.078809416, 0.140418638,-0.504494528, 0.062387288,-0.285333024, 0.094639747,-0.008039875, 0.108475115,-0.350797226, 0.073757117,-0.478434306, 0.059344450,-0.283772547, 0.125916661,-0.677314534, 0.051484010,-0.486446510, 0.072412878,-0.268191524, 0.135813812,-0.738705864, 0.036225756,-0.378216682, 0.140270014,-0.637293508, 0.060747290,-0.43150336, 0.08662201,-0.48482099, 0.18936725,-0.556045947, 0.073596553,-0.56109765, 0.08095686,-0.315866079, 0.086860818,-0.4479943692, 0.0745458327,-0.4129208985, 0.0786600022,-0.480609202, 0.109352130,-0.5142115837, 0.1099058292,-0.44518180, 0.22157844,-0.716877779, 0.044501342,-0.740033436, 0.050447356,1
 4,"WALKING_UPSTAIRS",0.270876697,0.062610947,-0.031980430, 0.042046080,-0.114219456, 0.042888383,-0.204933043, 0.075101358,-0.066689911, 0.091873051,-0.372137778, 0.054459004, 0.946264314, 0.010874611,-0.232944305, 0.023014737, 0.084167538, 0.015352387,-0.958495236, 0.025266223,-0.923376019, 0.086838821,-0.919619453, 0.043092946,0.056097191,0.218470831, 2.340190e-02, 2.219985e-01, 3.402808e-03, 1.714864e-01,-0.380488027, 0.080988267,-0.281543175, 0.136600303,-0.726495312, 0.038442007, 0.0393825199, 0.2732255723,-0.085947168, 0.128389230, 0.0843753843, 0.0705183185,-0.454431043, 0.106943642,-0.551185569, 0.059620640,-0.36081105, 0.09928515,-0.131472071, 0.176270469,-0.039050883, 0.087826585,-0.072249626, 0.147871926,-0.533666804, 0.090093481,-0.840722753, 0.020436317,-0.556236585, 0.066021814,-0.1537039354, 0.0738486163,-0.21201230, 0.07846804,-0.1537039354, 0.0738486163,-0.21201230, 0.07846804,-0.400922255, 0.084421899,-0.437261478, 0.083928940,-0.299779408, 0.082846680,-0.51097413, 0.08896499,-0.686978374, 0.043658451,-0.755270458, 0.040925900,-0.294488270, 0.092973771,-0.117109161, 0.127070687,-0.524655723, 0.053504616,-0.173217219, 0.078753867,-0.101434446, 0.085858729,-0.345109818, 0.062388331,-0.418304647, 0.080989203,-0.297805187, 0.134673304,-0.690106934, 0.046057818,-0.396762585, 0.084002803,-0.314525031, 0.135190916,-0.762772175, 0.033571067,-0.371068993, 0.117914986,-0.684310202, 0.035347227,-0.35076574, 0.06699161,-0.48354869, 0.10991286,-0.489824279, 0.077393578,-0.42453351, 0.11031643,-0.276825498, 0.078118590,-0.3010058985, 0.0757663845,-0.3974062850, 0.0905302754,-0.497324087, 0.087889070,-0.5757940721, 0.0713215601,-0.55248963, 0.09289321,-0.740749226, 0.041679991,-0.794209483, 0.041480336,0
